id,P-001,P-003,P-004,P-005,P-006,P-007,P-008,P-009,P-010,P-011,P-012,P-013,P-014,P-015,P-016,P-017,P-018,P-019,P-020,P-021,P-023,P-024,P-025,P-026,P-027,P-028,P-029,P-030,P-031,P-032,P-033,P-034,P-035,P-037,P-038,P-039,P-041,P-042,P-043,P-044,P-045,P-046,P-047,P-048,P-050,P-051,P-052,P-053,P-054,P-055,P-056,P-058,P-059,P-060,P-062,P-063,P-064,P-065,P-066,P-067,P-068,P-070,P-072,P-073,P-074,P-075,P-077,P-078,P-079,P-080,P-082,P-083,P-085,P-086,P-087,P-088,P-089,P-090,P-091,P-092,P-093,P-094,P-097,P-098,Taxonomy
ASV0244,9,10,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,5,18,0,0,0,12,0,7,17,0,0,0,0,12,8,0,0,0,0,9,0,15,11,0,6,0,10,0,0,11,12,15,0,0,0,0,0,9,20,0,7,70,0,0,8,16,0,0,0,0,0,0,0,18,0,13,12,0,0,0,16,18,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV0245,0,9,0,2,0,5,2,44,9,0,2,0,7,0,38,25,2,2,26,39,6,0,2,0,60,0,0,8,11,0,0,35,16,0,0,0,0,0,45,0,29,4,5,0,0,3,42,0,0,6,0,0,0,0,21,0,75,0,0,211,0,1,37,114,71,13,78,14,44,4,28,16,0,108,18,37,13,0,0,0,6,0,5,6,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0251,0,0,0,2,0,1,1,0,0,1,7,0,0,0,0,4,31,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,13,0,1,17,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,3,0,6,2,0,2,0,1,0,0,0,0,0,3,0,3,0,3,0,0,3,1,0,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;Veillonella parvula
ASV0252,15,5,15,0,6,8,19,23,0,0,6,0,2,6,6,10,8,9,0,12,44,5,0,17,0,7,0,5,45,2,8,11,7,8,4,3,20,6,13,0,10,7,23,14,6,7,0,0,8,11,5,4,15,0,8,2,7,0,0,0,8,27,13,307,196,9,76,18,9,47,13,65,9,8,6,0,6,63,11,0,27,7,9,11,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
ASV0308,0,0,6,1,15,0,2,1,0,0,0,4,0,0,2,0,0,1,0,2,6,0,4,0,8,0,0,1,0,0,0,0,3,1,0,0,5,0,4,0,0,0,4,2,8,0,0,3,1,11,2,3,0,4,2,0,0,0,0,3,9,7,0,25,29,0,4,0,5,3,2,1,8,1,2,0,3,2,0,0,2,2,1,1,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;unknown;
ASV0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,6,0,0,0,0,2,6,5,0,0,0,3,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0364,28,0,0,0,8,6,0,1,0,0,7,0,0,2,0,3,11,2,8,6,4,2,2,60,4,0,0,1,0,1,24,1,1,7,50,3,0,72,0,0,0,1,0,0,4,0,21,2,41,3,0,0,0,0,0,0,1,0,0,0,0,4,0,20,6,0,5,4,0,2,1,4,0,2,1,0,0,42,1,1,4,0,5,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
ASV0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
ASV0394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;unknown;
ASV0397,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium butyricum
ASV0462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis
ASV0515,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,16,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,7,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,10,0,0,1,0,0,0,4,117,0,3,0,0,9,0,0,0,0,0,0,0,4,0,0,29,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
ASV0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium
ASV0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;
ASV0957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;unknown;
ASV1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;unknown;unknown;unknown;unknown;unknown;
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
ASV1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
